Date,NR,WR,SR,ER,NER,TOTAL
11-Apr-14,35042,40904,33289,15861,1883,126979
12-Apr-14,34906,38876,33097,15381,1821,124081
13-Apr-14,32582,36929,32535,13890,1879,117815
14-Apr-14,33773,39229,32134,16249,1932,123317
15-Apr-14,35631,40341,32987,15802,1873,126634
16-Apr-14,34864,39274,33228,15579,1792,124737
17-Apr-14,33709,37400,31951,14825,1898,119783
18-Apr-14,31088,39238,32245,16333,1882,120786
19-Apr-14,33491,39717,33049,16353,1797,124407
20-Apr-14,31541,34411,31900,15562,1879,115293
21-Apr-14,34506,38938,33870,15819,1901,125034
22-Apr-14,33947,40382,34344,16979,1967,127619
23-Apr-14,35193,41174,33908,16315,1991,128581
24-Apr-14,35950,38442,32399,16567,2007,125365
25-Apr-14,36446,39750,34327,16314,1781,128618
26-Apr-14,36045,41896,33252,16603,1751,129547
27-Apr-14,36216,40139,32087,14563,1821,124826
28-Apr-14,37490,40765,33808,15538,1818,129419
29-Apr-14,38149,40981,33153,15847,1585,129715
30-Apr-14,38163,39663,32365,16840,1891,128922
01-May-14,38592,39027,30543,13516,1731,123409
02-May-14,35370,40442,32315,13780,1975,123882
03-May-14,36530,40016,31884,13827,1777,124033
04-May-14,35685,38319,30632,13378,1760,119774
05-May-14,37534,38840,31126,14660,1885,124045
06-May-14,38717,40153,31242,15123,1906,127141
07-May-14,39461,40146,30134,15016,1638,126395
08-May-14,30650,40744,27993,14839,1659,115885
09-May-14,37662,40648,29948,15032,1700,124990
10-May-14,34050,39991,30952,15746,1839,122578
11-May-14,35395,38494,28858,14945,1826,119518
12-May-14,35367,38050,30326,14495,1786,120024
13-May-14,34698,38904,32385,15130,1762,122879
14-May-14,33977,38807,31935,15015,1891,121625
15-May-14,35014,40124,32880,15711,1816,125545
16-May-14,36126,39967,33296,15302,1891,126583
17-May-14,36346,38540,32452,16232,1952,125522
18-May-14,35335,37028,30683,15166,1832,120044
19-May-14,35777,38875,30536,15926,1858,122972
20-May-14,38442,39554,31803,15992,1899,127690
21-May-14,38284,40684,31063,15961,1930,127922
22-May-14,38508,40663,32529,16095,1780,129575
23-May-14,35959,39877,31760,16309,1799,125704
24-May-14,36790,39132,31792,15904,1658,125277
25-May-14,33589,37288,27729,14031,1638,114275
26-May-14,38626,39706,28790,13923,1772,122817
27-May-14,38130,39678,30875,14249,1785,124717
28-May-14,39415,39300,30357,13060,1680,123812
29-May-14,39598,39782,31297,16163,1777,128617
30-May-14,32602,40017,32650,16190,1790,123249
31-May-14,38417,39224,31912,14268,1820,125641
01-Jun-14,35956,38103,30991,14635,1916,121601
02-Jun-14,37907,38934,29648,15582,1943,124014
03-Jun-14,38188,38798,29623,16550,1819,124978
04-Jun-14,40333,39061,31425,15606,1864,128289
05-Jun-14,40543,39267,32043,15164,1917,128934
06-Jun-14,42122,40554,31410,16153,1873,132112
07-Jun-14,41883,40604,31433,14828,1959,130707
08-Jun-14,40447,38973,29709,14774,1962,125865
09-Jun-14,42377,39662,30712,15183,1964,129898
10-Jun-14,42658,40334,30495,15699,1897,131083
11-Jun-14,41213,38169,32717,13536,1922,127557
12-Jun-14,33245,39663,32024,15505,1912,122348
13-Jun-14,38171,38375,31897,15914,1862,126219
14-Jun-14,40496,38335,31450,14978,1901,127160
15-Jun-14,39988,36187,29523,14140,1871,121709
16-Jun-14,43128,38594,32410,16078,1889,132099
17-Jun-14,43444,38061,32695,15647,1679,131526
18-Jun-14,42448,38738,31888,15057,1904,130035
19-Jun-14,44819,39085,31062,14975,1844,131785
20-Jun-14,44693,38045,31933,14987,1985,131643
21-Jun-14,40860,38216,31705,14692,1916,127389
22-Jun-14,41846,36972,29618,15453,1909,125798
23-Jun-14,41440,39312,32100,15781,1791,130424
24-Jun-14,43035,40158,32360,15940,1809,133302
25-Jun-14,42798,40129,32866,15379,1898,133070
26-Jun-14,43052,39530,32712,15953,1799,133046
27-Jun-14,43759,38845,33219,15080,1920,132823
28-Jun-14,42641,39257,32653,16088,1943,132582
29-Jun-14,43016,38201,30812,13276,1878,127183
30-Jun-14,45242,40510,33048,14992,1954,135746
01-Jul-14,43560,40462,33157,14721,1970,133870
02-Jul-14,42662,41385,32804,15925,1982,134758
03-Jul-14,42413,39298,33319,15642,1783,132455
04-Jul-14,44121,39206,32691,15592,1870,133480
05-Jul-14,44208,39289,31719,16029,1786,133031
06-Jul-14,41936,37622,30697,14885,1798,126938
07-Jul-14,44005,39776,31424,15601,1862,132667
08-Jul-14,45130,38577,32219,14989,1877,132792
09-Jul-14,45002,37516,30815,16153,1945,131431
10-Jul-14,44790,37913,30410,15970,1882,130965
11-Jul-14,46327,37474,30588,15563,1930,131882
12-Jul-14,45675,36693,29662,15670,1847,129547
13-Jul-14,43142,36578,28553,15261,1901,125435
14-Jul-14,45545,38207,30664,16359,1959,132735
15-Jul-14,45027,36286,31088,16722,1970,131093
16-Jul-14,44359,36751,31283,16089,1933,130415
17-Jul-14,41135,34949,31885,16080,1912,125961
18-Jul-14,40759,35407,32384,16383,1853,126786
19-Jul-14,41665,35328,31905,16948,1890,127736
20-Jul-14,41150,34091,30172,15413,1814,122640
21-Jul-14,41150,34091,30172,15413,1814,122640
22-Jul-14,43874,35484,32371,15345,1812,128886
23-Jul-14,43928,34584,32115,15723,1783,128133
24-Jul-14,42281,34522,31241,15781,1899,125724
25-Jul-14,42569,34459,32452,15476,1958,126914
26-Jul-14,43411,34381,32334,16123,1868,128117
27-Jul-14,43404,34751,31608,15973,1848,127584
28-Jul-14,42752,32629,29622,16425,1968,123396
29-Jul-14,41880,35024,31839,16496,1955,127194
30-Jul-14,42588,34359,31200,16312,1871,126330
31-Jul-14,43319,35172,31499,16633,1936,128559
01-Aug-14,40278,34444,32373,16068,1909,125067
02-Aug-14,42386,35682,31793,16077,2014,127952
03-Aug-14,42099,33862,29639,15877,1986,123463
04-Aug-14,42402,34510,32594,15841,1935,127282
05-Aug-14,42934,35019,32723,13051,1904,127652
06-Aug-14,41988,34937,32502,15140,1811,126378
07-Aug-14,41785,36136,32316,15494,1940,127671
08-Aug-14,41310,36077,31394,16380,1982,127143
09-Aug-14,42762,35643,30856,16055,1922,127238
10-Aug-14,38700,32940,28904,15580,2026,118150
11-Aug-14,41814,36290,32400,16053,1979,128536
12-Aug-14,42019,36840,33022,15846,1998,129725
13-Aug-14,42419,37591,33554,15272,1939,130775
14-Aug-14,43110,37665,32474,16008,1878,131135
15-Aug-14,42625,35852,31408,15028,1790,126703
16-Aug-14,42762,35643,30856,16055,1922,127238
17-Aug-14,42007,35134,30193,14849,1875,124058
18-Aug-14,43582,34969,32387,15518,1998,128454
19-Aug-14,43769,38372,31074,15944,1956,131115
20-Aug-14,44169,36407,32572,15210,1692,130050
21-Aug-14,46211,36810,32611,15705,1889,133226
22-Aug-14,46069,39487,32254,15594,1834,135238
23-Aug-14,46088,39478,31768,15083,1713,134130
24-Aug-14,45445,37881,29897,15536,1884,130643
25-Aug-14,46681,38275,32010,14937,1861,133764
26-Aug-14,46332,39023,31318,15494,1759,133925
27-Aug-14,44601,39044,31071,15444,1873,132033
28-Aug-14,45637,38070,31247,14733,1756,131443
29-Aug-14,45287,36314,29484,16119,1919,129123
30-Aug-14,45032,36628,31305,15787,1805,130557
31-Aug-14,42195,35734,29489,14716,1832,123966
01-Sep-14,42842,36048,30590,14623,1942,126045
02-Sep-14,41211,36475,31479,15377,1898,126440
03-Sep-14,38909,36607,31181,15222,1879,123798
04-Sep-14,36572,35611,32902,16119,1963,123167
05-Sep-14,33346,36452,31945,15580,1989,119312
06-Sep-14,35152,36223,30670,15476,1952,119473
07-Sep-14,35376,34178,28354,14814,1924,114646
08-Sep-14,37288,32719,31120,15491,1962,118580
09-Sep-14,37628,34663,32679,16098,1934,123002
10-Sep-14,38097,35912,33998,16080,1969,126055
11-Sep-14,38471,36296,33932,16392,1997,127088
12-Sep-14,37441,36797,34380,16763,2016,127397
13-Sep-14,39382,37065,34239,15800,2098,128584
14-Sep-14,35673,35467,31285,15926,2044,120395
15-Sep-14,39710,37831,33211,15782,2002,128536
16-Sep-14,40028,38677,32908,15652,2075,129340
17-Sep-14,41677,38379,33506,15680,1974,131216
18-Sep-14,43080,39416,32217,16681,1935,133329
19-Sep-14,42811,39541,33542,16271,2029,134194
20-Sep-14,42553,39366,32714,15834,2021,132488
21-Sep-14,43785,38610,31197,15100,1959,130651
22-Sep-14,43796,41166,33036,15336,1648,134982
23-Sep-14,43607,41695,32739,15841,1702,135584
24-Sep-14,43479,42251,32585,15988,1907,136210
25-Sep-14,43931,43050,33191,16105,1938,138215
26-Sep-14,42060,43474,32167,16308,1979,135988
27-Sep-14,43562,43270,31635,16167,2016,136650
28-Sep-14,41374,42150,30335,16074,1999,131932
29-Sep-14,42451,43764,31442,16108,1964,135729
30-Sep-14,42392,42343,30627,16272,2050,133684
01-Oct-14,41713,42122,29676,15768,2129,131408
02-Oct-14,41818,41882,29772,15747,2079,131298
03-Oct-14,42556,39779,29746,15393,2012,129486
04-Oct-14,42259,42907,31796,15500,2008,134470
05-Oct-14,41882,42198,30271,15938,2092,132381
06-Oct-14,44619,42370,31120,16285,2122,136516
07-Oct-14,42584,41881,31899,15839,2028,134231
08-Oct-14,38499,41881,32852,16962,2039,132233
09-Oct-14,40115,43210,32514,16798,2013,134650
10-Oct-14,39923,43285,31885,16629,2034,133756
11-Oct-14,39609,43628,31971,16169,2034,133411
12-Oct-14,37334,40849,28068,15116,2094,123461
13-Oct-14,38064,40001,32169,15820,2109,128163
14-Oct-14,34192,42809,31661,15867,2102,126631
15-Oct-14,34744,41833,31747,16035,1947,126306
16-Oct-14,35426,42550,31875,15347,2018,127216
17-Oct-14,35414,42603,30622,15846,2005,126490
18-Oct-14,35031,42321,30374,16111,1868,125705
19-Oct-14,35741,41219,29061,15728,1860,123609
20-Oct-14,36195,42705,30219,16694,1925,127738
21-Oct-14,38958,42457,29790,17070,2013,130288
22-Oct-14,39036,41043,27701,17649,2097,127526
23-Oct-14,36819,36423,27091,16732,2078,119143
24-Oct-14,36431,35417,29678,16785,2086,120397
25-Oct-14,35827,35022,29037,16547,2072,118505
26-Oct-14,35621,35548,27898,16613,2038,117718
27-Oct-14,36982,37902,29785,15659,2016,122344
28-Oct-14,36321,39325,30552,16182,1947,124327
29-Oct-14,36440,39914,30248,16769,2061,125432
30-Oct-14,36982,39930,31081,16315,2023,126331
31-Oct-14,37123,38633,30913,16746,2060,125475
01-Nov-14,37086,39082,30268,15651,2040,124127
02-Nov-14,35940,38639,28865,15144,2000,120588
03-Nov-14,36609,40008,30590,15775,2029,125011
04-Nov-14,36362,39397,30829,15031,2028,123647
05-Nov-14,36018,40020,31563,15308,1999,124908
06-Nov-14,35481,41992,31547,15510,2041,126571
07-Nov-14,36499,41848,31718,16007,1949,128020
08-Nov-14,37110,41024,31697,15662,2034,127526
09-Nov-14,35601,39330,29956,15786,1939,122612
10-Nov-14,36470,40507,32151,16047,2030,127205
11-Nov-14,37268,40929,32370,15505,1998,128070
12-Nov-14,37135,42550,30459,15593,2070,127807
13-Nov-14,36806,42746,30288,15951,1972,127763
14-Nov-14,37525,40736,29948,15839,2029,126077
15-Nov-14,37345,41409,30621,15087,2024,126486
16-Nov-14,35958,39912,29102,15098,1897,121967
17-Nov-14,37360,41749,31441,15492,1965,128007
18-Nov-14,37468,40476,31610,15002,2012,126568
19-Nov-14,37480,40756,31267,15009,1911,126423
20-Nov-14,38175,40403,31458,15212,1915,127163
21-Nov-14,37831,40831,31598,15116,1978,127354
22-Nov-14,36507,42367,30889,15450,1991,127204
23-Nov-14,35736,40061,29761,15005,2017,122580
24-Nov-14,37613,41860,31195,15056,2045,127769
25-Nov-14,38352,42494,31402,14593,2071,128912
26-Nov-14,39042,40303,30723,15096,2098,127262
27-Nov-14,38516,40384,31070,15219,1964,127153
28-Nov-14,38984,40434,30755,15464,2068,127705
29-Nov-14,39070,40433,30687,15047,2098,127335
30-Nov-14,37457,39604,28541,14536,2074,122212
01-Dec-14,36866,41140,30768,15396,2097,126267
02-Dec-14,36812,41671,31196,14791,2091,126561
03-Dec-14,37750,41610,31286,14943,2048,127637
04-Dec-14,38547,41503,31652,14877,2081,128660
05-Dec-14,37404,40823,32146,14504,1951,126828
06-Dec-14,37455,39220,31845,15090,1921,125531
07-Dec-14,36144,39733,29920,14931,1891,122619
08-Dec-14,38362,41371,32442,15260,2050,129485
09-Dec-14,38839,41770,33343,15273,2094,131319
10-Dec-14,38843,41684,32073,15021,2102,129723
11-Dec-14,39466,41949,32185,15313,2082,130995
12-Dec-14,39370,38420,31269,15230,2134,126423
13-Dec-14,36231,39019,31222,15601,2127,124200
14-Dec-14,33089,37017,29062,15432,2086,116686
15-Dec-14,36840,39050,32175,15006,2080,125151
16-Dec-14,37812,39396,32043,15249,2144,126644
17-Dec-14,38113,39579,31118,15141,2068,126019
18-Dec-14,38952,39273,31598,15706,2049,127578
19-Dec-14,38725,39267,31892,15006,2085,126975
20-Dec-14,38526,40065,31087,15347,2114,127139
21-Dec-14,37206,38310,29695,15217,2098,122526
22-Dec-14,40213,40261,31483,15981,2090,130028
23-Dec-14,39062,40319,31576,15827,2109,128893
24-Dec-14,39574,40331,32265,15578,2156,129904
25-Dec-14,39850,39759,30586,15338,2031,127564
26-Dec-14,39220,40460,31400,15448,2007,128535
27-Dec-14,40166,39504,31735,15066,2141,128612
28-Dec-14,38332,38377,29550,13990,2097,122346
29-Dec-14,39917,40379,31590,14878,2063,128827
30-Dec-14,40469,40242,32256,14690,2145,129802
31-Dec-14,39532,37529,32621,14719,2055,126456
