Date,NR,WR,SR,ER,NER,TOTAL
11-Aug-14,948,745,768,338,38,2837
12-Aug-14,950,823,759,340,39,2911
13-Aug-14,981,839,772,342,39,2973
14-Aug-14,1000,843,778,335,36,2992
15-Aug-14,953,821,741,311,35,2861
16-Aug-14,956,801,758,342,39,2896
17-Aug-14,958,823,730,306,37,2853
18-Aug-14,1003,832,742,322,37,2937
19-Aug-14,1020,879,740,327,39,3004
20-Aug-14,1034,893,735,321,38,3021
21-Aug-14,1075,909,740,325,37,3086
22-Aug-14,1082,901,749,335,37,3104
23-Aug-14,1077,906,732,324,36,3075
24-Aug-14,1072,860,701,324,36,2993
25-Aug-14,1073,876,735,332,36,3052
26-Aug-14,1089,875,739,338,36,3076
27-Aug-14,1048,869,729,337,37,3020
28-Aug-14,1048,849,708,322,37,2964
29-Aug-14,1030,831,679,337,36,2912
30-Aug-14,1035,848,681,336,36,2936
31-Aug-14,987,783,666,324,37,2796
01-Sep-14,949,783,706,309,38,2785
02-Sep-14,914,784,730,312,38,2777
03-Sep-14,890,787,758,322,39,2795
04-Sep-14,811,781,765,329,38,2723
05-Sep-14,731,794,775,333,38,2670
06-Sep-14,744,789,737,326,37,2633
07-Sep-14,770,765,686,327,36,2584
08-Sep-14,831,743,719,318,38,2649
09-Sep-14,868,749,749,344,38,2747
10-Sep-14,859,774,784,342,38,2796
11-Sep-14,857,790,798,349,39,2832
12-Sep-14,830,801,807,353,39,2830
13-Sep-14,837,811,798,339,39,2824
14-Sep-14,820,799,756,335,38,2748
15-Sep-14,853,833,762,343,38,2829
16-Sep-14,888,849,758,348,39,2882
17-Sep-14,926,843,757,345,39,2910
18-Sep-14,950,869,764,344,38,2965
19-Sep-14,977,908,769,347,38,3039
20-Sep-14,996,886,755,327,38,3003
21-Sep-14,976,881,732,308,37,2934
22-Sep-14,970,932,761,315,31,3009
23-Sep-14,979,957,750,316,31,3033
24-Sep-14,971,979,744,333,35,3062
25-Sep-14,986,955,748,337,35,3062
26-Sep-14,960,995,745,334,36,3069
27-Sep-14,930,1014,735,342,37,3057
28-Sep-14,941,1000,718,334,36,3028
29-Sep-14,925,1028,731,341,35,3059
30-Sep-14,944,1021,730,344,38,3077
01-Oct-14,935,1012,735,338,40,3060
02-Oct-14,927,997,721,331,38,3013
03-Oct-14,947,957,727,325,37,2993
04-Oct-14,946,996,745,320,37,3044
05-Oct-14,944,1005,741,332,38,3059
06-Oct-14,959,1018,747,335,38,3096
07-Oct-14,929,1009,751,335,39,3063
08-Oct-14,860,1009,741,343,39,2992
09-Oct-14,869,1003,747,347,39,3004
10-Oct-14,861,1008,756,350,39,3014
11-Oct-14,878,1014,750,346,39,3027
12-Oct-14,839,979,683,301,38,2839
13-Oct-14,843,961,719,301,40,2864
14-Oct-14,748,983,738,321,40,2828
15-Oct-14,749,984,737,323,38,2831
16-Oct-14,747,1009,745,329,38,2868
17-Oct-14,755,1003,738,340,38,2874
18-Oct-14,760,993,709,327,36,2825
19-Oct-14,759,984,669,313,34,2759
20-Oct-14,778,1012,685,328,35,2839
21-Oct-14,813,1014,685,328,37,2877
22-Oct-14,826,989,644,335,39,2833
23-Oct-14,790,903,627,335,38,2693
24-Oct-14,744,853,658,335,38,2628
25-Oct-14,756,840,652,327,37,2612
26-Oct-14,762,836,600,322,36,2556
27-Oct-14,785,888,631,320,36,2660
28-Oct-14,785,919,650,319,37,2709
29-Oct-14,761,932,674,326,36,2729
30-Oct-14,783,935,681,323,36,2759
31-Oct-14,799,942,701,325,36,2803
01-Nov-14,781,945,685,323,36,2770
02-Nov-14,757,945,652,312,36,2702
03-Nov-14,771,978,683,311,36,2779
04-Nov-14,773,980,707,306,36,2802
05-Nov-14,769,993,715,309,37,2822
06-Nov-14,776,991,726,314,37,2844
07-Nov-14,778,990,732,314,36,2851
08-Nov-14,783,989,731,313,36,2852
09-Nov-14,771,970,704,308,36,2789
10-Nov-14,762,995,725,317,36,2836
11-Nov-14,775,1009,732,320,35,2870
12-Nov-14,773,1005,715,312,35,2841
13-Nov-14,780,1009,680,316,36,2820
14-Nov-14,771,994,666,307,36,2773
15-Nov-14,784,951,670,304,35,2744
16-Nov-14,764,920,650,296,32,2662
17-Nov-14,770,941,691,303,34,2740
18-Nov-14,771,958,709,295,35,2767
19-Nov-14,772,959,704,297,34,2766
20-Nov-14,787,961,715,303,35,2800
21-Nov-14,790,966,724,299,36,2865
22-Nov-14,774,969,719,302,33,2797
23-Nov-14,744,946,680,290,35,2695
24-Nov-14,771,971,711,300,35,2788
25-Nov-14,795,977,717,292,37,2816
26-Nov-14,807,975,724,290,37,2833
27-Nov-14,799,977,725,296,36,2832
28-Nov-14,801,969,716,292,36,2814
29-Nov-14,813,967,704,293,37,2814
30-Nov-14,802,938,679,291,33,2742
01-Dec-14,794,954,701,295,36,2780
02-Dec-14,791,968,721,293,36,2809
03-Dec-14,800,965,725,295,37,2822
04-Dec-14,808,972,741,298,35,2854
05-Dec-14,785,963,747,286,34,2816
06-Dec-14,800,961,746,289,35,2830
07-Dec-14,794,936,712,290,34,2767
08-Dec-14,812,958,745,291,36,2841
09-Dec-14,819,977,769,297,36,2899
10-Dec-14,815,975,749,293,36,2868
11-Dec-14,825,982,730,291,37,2865
12-Dec-14,818,953,721,292,37,2821
13-Dec-14,790,867,704,308,37,2706
14-Dec-14,695,840,664,295,37,2530
15-Dec-14,735,859,714,295,36,2639
16-Dec-14,771,863,733,291,37,2695
17-Dec-14,789,863,721,291,37,2701
18-Dec-14,801,869,717,302,36,2725
19-Dec-14,808,880,722,301,36,2747
20-Dec-14,804,891,725,304,37,2760
21-Dec-14,786,884,691,302,36,2700
22-Dec-14,798,907,723,307,36,2771
23-Dec-14,815,917,732,304,37,2804
24-Dec-14,822,922,739,300,38,2820
25-Dec-14,830,919,734,305,38,2824
26-Dec-14,836,923,736,300,35,2829
27-Dec-14,858,914,732,295,37,2836
28-Dec-14,824,893,709,284,37,2747
29-Dec-14,845,917,726,286,36,2810
30-Dec-14,847,917,738,294,38,2833
31-Dec-14,850,875,752,301,38,2816
