Date,NR,WR,SR,ER,NER,TOTAL
13-Mar-16,33017,40175,36148,16387,2199,127926
14-Mar-16,33017,40175,36148,16387,2199,127926
15-Mar-16,34414,40931,35895,17156,2228,130624
16-Mar-16,34543,41312,36494,16840,2067,131256
17-Mar-16,35245,42475,36848,17414,2145,134127
18-Mar-16,34094,41348,36402,17865,2325,132034
19-Mar-16,34845,41424,36893,16564,2320,132046
20-Mar-16,32849,39546,34973,17524,2138,127030
21-Mar-16,33318,41003,37282,18057,2155,131815
22-Mar-16,34264,42724,37404,17631,2158,134182
23-Mar-16,33864,39359,37218,16666,2145,129252
24-Mar-16,31300,34026,36593,16658,2247,120824
25-Mar-16,34132,40628,36593,17113,2235,130701
26-Mar-16,34161,41959,36601,16786,2287,131794
27-Mar-16,32740,39092,35018,17605,2270,126725
28-Mar-16,35779,41949,37227,17796,1973,134724
29-Mar-16,34359,43368,36819,17999,2154,134700
30-Mar-16,35686,42775,37371,16965,2356,135153
31-Mar-16,36235,42159,37309,17495,1872,135070
01-Apr-16,35798,41783,37609,17691,2142,135024
02-Apr-16,36919,41787,36905,17538,2243,135392
03-Apr-16,35387,40955,35308,16658,2234,130542
04-Apr-16,37885,42744,37551,17917,2184,138281
05-Apr-16,37153,42837,37355,18204,1851,137400
06-Apr-16,36507,41653,37706,18485,2143,136494
07-Apr-16,39398,42651,38085,18067,2344,140545
08-Apr-16,36529,40921,35183,18054,2256,132943
09-Apr-16,35633,42347,36083,17980,2202,134245
10-Apr-16,38243,40806,34497,17327,2213,133086
11-Apr-16,39981,43471,37516,17705,2152,140825
12-Apr-16,38912,43815,38632,18862,2244,142465
13-Apr-16,40051,45008,38744,18097,2149,144049
14-Apr-16,40667,45039,36232,17700,1980,141618
15-Apr-16,41062,43173,37798,17963,2114,142110
16-Apr-16,42345,44602,37168,17895,1732,143743
17-Apr-16,40731,43098,34776,18441,2006,139051
18-Apr-16,41897,45615,38394,18269,2088,146263
19-Apr-16,42200,46007,37824,18631,2019,146681
20-Apr-16,42303,46121,38332,18667,1999,147422
21-Apr-16,41668,44799,38558,17573,1722,144321
22-Apr-16,41668,43574,38112,18149,1951,143454
23-Apr-16,41806,44985,37984,18349,1754,144878
24-Apr-16,39640,42809,36259,17858,1895,138461
25-Apr-16,41352,44962,37660,18257,2006,144237
26-Apr-16,42423,44259,37114,18439,1985,144220
27-Apr-16,42346,44416,37534,18420,1911,144627
28-Apr-16,43600,44695,37070,18579,2080,146024
29-Apr-16,43358,43113,38351,17645,2043,144510
30-Apr-16,42993,43479,36230,17634,2059,142395
01-May-16,40216,40649,34266,17575,1617,134323
02-May-16,42353,44194,37146,18226,1873,143792
03-May-16,43179,43841,36092,17469,2096,142677
04-May-16,41879,41474,34184,16242,2092,135871
05-May-16,40126,40823,35516,17433,2163,136061
06-May-16,42558,40526,33598,17748,2156,136586
07-May-16,43241,41613,35486,16458,2126,138924
08-May-16,42199,39145,32363,17407,2167,133282
09-May-16,43434,41529,35946,18395,2298,141602
10-May-16,39561,43795,34586,17428,2139,137510
11-May-16,42849,42560,35192,18073,2190,140864
12-May-16,43471,43555,34966,17610,2167,141769
13-May-16,42726,43619,37374,17459,1944,143122
14-May-16,44511,44069,34531,17360,2130,142601
15-May-16,42507,39867,34106,16695,2008,135183
16-May-16,43384,42307,32986,17599,1966,138242
17-May-16,45683,43950,33589,16441,1833,141496
18-May-16,46639,44546,30939,17775,2072,141971
19-May-16,46420,44582,32339,16686,2176,142203
20-May-16,45418,42969,33184,17311,2192,141074
21-May-16,45867,41248,35156,16025,1831,140127
22-May-16,44292,39756,33250,17287,2123,136708
23-May-16,30469,42673,37180,16682,2221,129225
24-May-16,39309,41392,37223,17761,2280,137965
25-May-16,37110,41788,36575,14129,2012,131614
26-May-16,41339,43775,37415,17468,2357,142353
27-May-16,42896,42458,36340,16577,2299,140570
28-May-16,39585,42829,34380,16336,2278,135408
29-May-16,36348,39622,33832,16974,2198,128974
30-May-16,38255,43630,35847,16989,2280,137001
31-May-16,39282,43480,36194,18111,2142,139209
01-Jun-16,42517,42811,35725,17184,2288,140525
02-Jun-16,43240,43605,36381,17880,2348,143454
03-Jun-16,45752,42851,34327,17726,2346,143002
04-Jun-16,45855,43144,34866,17731,2325,143921
05-Jun-16,42124,39968,32100,17305,2212,133709
06-Jun-16,43750,43230,35266,17941,2337,142523
07-Jun-16,43422,42933,34485,18063,2299,141202
08-Jun-16,43617,42522,33594,18121,2354,140208
09-Jun-16,43462,42991,34688,17559,2390,141090
10-Jun-16,42757,42002,34534,17974,2247,139514
11-Jun-16,39325,41853,33658,18145,2217,135199
12-Jun-16,42126,39640,32732,16457,2235,133190
13-Jun-16,41697,41955,35338,17600,2256,138846
14-Jun-16,45685,42989,35946,17319,2281,144220
15-Jun-16,45775,42405,37000,17524,2371,145075
16-Jun-16,46847,42331,36206,17838,2264,145486
17-Jun-16,47469,40450,35249,17635,2277,143081
18-Jun-16,48295,41207,33801,17871,2345,143519
19-Jun-16,47265,38808,32284,17280,2274,137911
20-Jun-16,46789,40866,34436,18672,2357,143120
21-Jun-16,46367,41512,33954,17707,2398,141938
22-Jun-16,46087,42322,34073,18104,2340,142926
23-Jun-16,46991,40130,33141,18137,2372,140771
24-Jun-16,49353,39630,34107,18948,2374,144412
25-Jun-16,49073,38032,32950,18402,2361,140818
26-Jun-16,47394,37281,31498,16627,2312,135112
27-Jun-16,47810,39341,33409,17535,2341,140436
28-Jun-16,48308,39297,32854,18127,2380,140966
29-Jun-16,50208,39549,33182,18458,2274,143671
30-Jun-16,51086,40278,33313,18642,2419,145738
01-Jul-16,47567,37614,33962,18813,2328,140284
02-Jul-16,40803,38394,34160,17820,2225,133402
03-Jul-16,38832,36323,32744,16151,2194,126244
04-Jul-16,42887,38159,34860,17012,2281,135199
05-Jul-16,46566,37608,34817,17482,2277,138750
06-Jul-16,45646,37064,34250,17315,2377,136652
07-Jul-16,48984,37608,34287,18320,2361,141561
08-Jul-16,49185,36626,33737,17641,2366,139555
09-Jul-16,44527,36868,33950,17984,2280,135609
10-Jul-16,45139,35432,30872,17695,2320,131458
11-Jul-16,46908,37502,34167,18095,2363,139035
12-Jul-16,46570,36464,34965,18219,2397,138615
13-Jul-16,47542,36926,35925,18646,2492,141531
14-Jul-16,45651,37773,36240,18395,2413,140472
15-Jul-16,44642,38054,35653,17746,2343,138438
16-Jul-16,41402,36713,34955,17644,2304,133018
17-Jul-16,37158,36438,32602,17601,2223,126022
18-Jul-16,41945,38352,34826,18322,2337,135782
19-Jul-16,46037,37675,34575,18374,2334,138995
20-Jul-16,48479,39122,33907,18739,2387,142633
21-Jul-16,48899,39328,34870,18219,2350,143666
22-Jul-16,49737,39349,34405,18025,2292,143808
23-Jul-16,47020,39685,34165,18008,2326,141204
24-Jul-16,44648,38125,32316,17261,2266,134616
25-Jul-16,47321,38993,35045,18312,2191,141862
26-Jul-16,46968,39643,34760,17802,2327,141500
27-Jul-16,44791,39800,34013,18534,2319,139457
28-Jul-16,44865,39386,34249,18461,2271,139231
29-Jul-16,44961,39345,33906,18454,2352,139018
30-Jul-16,44605,39257,32618,17880,2309,136669
31-Jul-16,43247,36630,31465,17913,2316,131571
01-Aug-16,44617,37670,33329,17552,2308,135476
02-Aug-16,44317,37162,32875,18037,2453,134844
03-Aug-16,47491,37084,34446,17767,2420,139208
04-Aug-16,48484,38258,34798,17591,2451,141583
05-Aug-16,48541,36833,35022,17766,2418,140581
06-Aug-16,44823,35772,35190,17403,2398,135586
07-Aug-16,43190,33564,33433,16790,2323,129300
08-Aug-16,45876,36690,36592,16932,2411,138500
09-Aug-16,45893,37461,37297,16675,2434,139760
10-Aug-16,45595,37771,37786,16237,2374,139763
11-Aug-16,42857,38299,38387,16929,2434,138906
12-Aug-16,41993,37919,37584,17495,2435,137426
13-Aug-16,43488,38627,36835,18080,2430,139460
14-Aug-16,43271,36817,34151,17208,2369,133816
15-Aug-16,43876,34860,34429,16373,2408,131946
16-Aug-16,46875,38868,37701,17766,2381,143591
17-Aug-16,44740,39382,37662,16027,2395,140206
18-Aug-16,42768,35968,37807,16030,2380,134953
19-Aug-16,45928,38365,38387,17530,2444,142654
20-Aug-16,44114,39393,38573,18090,2421,142590
21-Aug-16,44774,39297,36294,16589,2323,139277
22-Aug-16,44659,40863,38719,17239,2485,143965
23-Aug-16,45546,41486,39363,18320,2487,147202
24-Aug-16,42694,40166,38771,18148,2472,142251
25-Aug-16,44222,37541,38014,18314,2035,140126
26-Aug-16,45188,38212,37962,18399,2338,142099
27-Aug-16,44421,39217,36254,18614,2427,140933
28-Aug-16,42776,38807,34562,18417,2395,136957
29-Aug-16,41462,40697,38137,18875,2427,141598
30-Aug-16,43650,40516,37598,18345,2338,142447
31-Aug-16,42462,39435,36549,18616,2340,139402
01-Sep-16,42210,39435,35934,18676,2371,138626
02-Sep-16,45085,39439,34448,17589,2397,138958
03-Sep-16,45889,40173,36484,17574,2423,142543
04-Sep-16,46000,38603,34231,17029,2351,138213
05-Sep-16,48001,39879,34826,17663,2452,142821
06-Sep-16,49249,42450,38057,17887,2376,150020
07-Sep-16,48948,43343,38105,17199,2333,149928
08-Sep-16,50668,46251,39324,17149,2449,155841
09-Sep-16,51312,45808,38622,17907,2409,156058
10-Sep-16,50725,46783,37277,17622,2446,154853
11-Sep-16,49459,44246,34892,17221,2373,148191
12-Sep-16,49927,47371,37404,17948,2384,155034
13-Sep-16,51314,46470,35914,17350,2435,153483
14-Sep-16,51816,44621,34820,17837,2348,151441
15-Sep-16,51197,39880,35109,18003,2366,146555
16-Sep-16,50720,42189,35484,18086,2395,148874
17-Sep-16,50771,41296,35566,17303,2344,147280
18-Sep-16,49171,39533,34579,17309,2366,142958
19-Sep-16,50243,41607,37720,18595,2386,150551
20-Sep-16,50657,42101,36980,18662,2417,150817
21-Sep-16,51107,42754,35826,17615,2361,149664
22-Sep-16,49219,42795,36075,18807,2403,149299
23-Sep-16,49491,42880,35758,18227,2300,148656
24-Sep-16,48217,42003,35633,17325,2414,145592
25-Sep-16,45897,40831,33273,17309,2313,139623
26-Sep-16,47969,42921,36416,18035,2392,147733
27-Sep-16,47576,43181,36752,18518,2385,148412
28-Sep-16,47180,43773,36859,18173,2488,148473
29-Sep-16,46826,43888,36382,18145,2333,147574
30-Sep-16,46907,42968,35660,18753,2442,146730
01-Oct-16,44763,42447,35210,18827,2479,143726
02-Oct-16,42576,39807,34306,18466,2408,137563
03-Oct-16,46667,41685,36771,18820,2414,146357
04-Oct-16,45404,41416,37920,19308,2511,146559
05-Oct-16,43592,40953,38017,18301,2492,143355
06-Oct-16,46609,40934,38311,19011,2556,147422
07-Oct-16,45753,41093,37650,19173,2488,146157
08-Oct-16,44560,41112,36538,18383,2312,142905
09-Oct-16,43005,39679,33800,18446,2204,137134
10-Oct-16,44369,40724,33393,17562,2166,138214
11-Oct-16,40535,36903,33524,16431,2135,129528
12-Oct-16,42982,42146,35864,16778,1983,139753
13-Oct-16,41912,42271,35966,17622,2298,140069
14-Oct-16,43058,42823,36406,18015,2369,142671
15-Oct-16,43198,43688,36478,18215,2438,144017
16-Oct-16,40169,42391,34465,18036,2415,137475
17-Oct-16,42955,44342,37405,18131,2445,145278
18-Oct-16,42701,44998,37496,18543,2415,146153
19-Oct-16,43731,45787,38586,18496,2432,149032
20-Oct-16,42004,46324,38223,18615,2344,147510
21-Oct-16,44013,45958,37652,18437,2377,148438
22-Oct-16,43008,46554,37018,18467,2364,147411
23-Oct-16,40703,44990,34996,18387,2318,141395
24-Oct-16,42145,46634,37587,18486,2365,147217
25-Oct-16,41831,45232,37888,18353,2365,145669
26-Oct-16,43384,46356,38538,18466,2417,149161
27-Oct-16,41705,46208,37659,18436,2275,146283
28-Oct-16,43432,45765,36541,18900,2352,146990
29-Oct-16,42782,43210,35143,18743,2367,142245
30-Oct-16,38953,38863,32055,18426,2362,130659
31-Oct-16,37652,38149,35350,19202,2398,132751
01-Nov-16,40306,39046,35337,18516,2332,135537
02-Nov-16,39867,41664,35641,18399,2382,137953
03-Nov-16,40550,42531,36612,17990,2333,140016
04-Nov-16,40354,43001,36157,18253,2198,139963
05-Nov-16,41083,44236,36652,17802,2291,142064
06-Nov-16,38600,43384,34611,17004,2119,135718
07-Nov-16,40017,45334,36423,17566,2216,141557
08-Nov-16,40261,45830,37116,17494,2251,142953
09-Nov-16,40421,44775,36708,17412,2266,141582
10-Nov-16,40314,44649,36599,17241,2266,141068
11-Nov-16,40360,44150,36555,17507,2217,140788
12-Nov-16,39056,43317,36593,16931,2212,138109
13-Nov-16,37071,43795,34013,16443,2185,133507
14-Nov-16,38600,43738,37493,17100,2238,139169
15-Nov-16,39196,44665,37663,17069,2255,140849
16-Nov-16,39196,44797,38026,16783,2247,141048
17-Nov-16,39763,40973,38133,16497,2310,137676
18-Nov-16,38521,42150,37466,17029,2234,137400
19-Nov-16,39519,42091,37365,16308,2307,137590
20-Nov-16,34021,40873,34524,16385,2162,127965
21-Nov-16,38777,42990,37724,16490,2083,138064
22-Nov-16,38060,45192,38257,17092,2208,140809
23-Nov-16,38943,44642,37756,16499,2345,140185
24-Nov-16,39506,44765,37502,16367,2305,140445
25-Nov-16,39449,45186,36308,16968,2291,140202
26-Nov-16,38349,44569,36290,16247,2210,137665
27-Nov-16,37091,42938,34494,16240,2176,132939
28-Nov-16,39568,45078,37448,16007,2262,140363
29-Nov-16,40750,46293,37714,16494,2301,143552
30-Nov-16,37042,45631,37719,15738,2318,138449
01-Dec-16,38900,45079,33726,16504,2271,136481
02-Dec-16,40151,44538,35562,16724,2251,139226
03-Dec-16,39715,44868,34775,16299,2208,137865
04-Dec-16,38353,43784,31949,15919,2168,132173
05-Dec-16,40766,45150,34666,16357,2193,139132
06-Dec-16,41034,45421,32988,16358,2196,137997
07-Dec-16,41734,45013,35764,16997,2161,141669
08-Dec-16,41181,44954,36106,16920,2242,141403
09-Dec-16,41441,44959,35728,16888,2240,141257
10-Dec-16,42027,44741,35622,16673,2242,141305
11-Dec-16,39889,43079,32135,16397,2195,133695
12-Dec-16,44389,44838,30537,16222,2197,138183
13-Dec-16,42178,44687,31963,16258,2249,137335
14-Dec-16,41446,44857,32836,16298,2220,137657
15-Dec-16,41753,47173,33218,16288,2245,140678
16-Dec-16,42417,43869,34269,16266,2244,139065
17-Dec-16,42439,43705,34306,15938,2208,138596
18-Dec-16,39550,41772,32585,15332,2191,131430
19-Dec-16,41389,43375,34762,16329,2225,138080
20-Dec-16,42125,43644,35440,16002,2247,139458
21-Dec-16,41776,43670,36079,16351,2254,140130
22-Dec-16,41671,43373,36750,16466,2213,140473
23-Dec-16,41481,42832,36458,16713,2318,139802
24-Dec-16,42324,41916,35700,16077,2291,138309
25-Dec-16,40344,41916,33249,16302,2195,134006
26-Dec-16,41310,43162,36637,16740,2117,139966
27-Dec-16,41413,42759,36467,17206,2290,140136
28-Dec-16,41923,43282,36605,16918,2272,141000
29-Dec-16,41593,42747,36347,16766,2298,139751
30-Dec-16,41422,42683,35765,16572,2268,138710
31-Dec-16,41034,42871,36004,16543,2264,138716
